tip_proprietate,nr_camere,suprafata,suprafata_teren,an_constructie,zona,pret
APT,2,54,54,2020,tatarasi-sud,59103
APT,2,54,54,2021,tatarasi-nord,59103
APT,2,54,54,2020,tatarasi,59103
APT,2,53.73,53.73,2022,tatarasi-sud,59103
APT,2,53.73,53.73,2022,tatarasi,59103
APT,2,47.97,47.97,2020,tatarasi-nord,59103
APT,2,60,60,2020,nicolina,59100
APT,2,60,60,2020,bularga,59100
APT,2,60,60,2020,nicolina,59100
APT,2,60,60,2020,bucium,59100
APT,2,60,60,2021,nicolina,59100
APT,2,53.73,53.73,2021,tatarasi,59100
APT,2,50,50,2021,pacurari,59100
APT,2,50,50,2019,pacurari,59100
APT,2,50,50,2021,pacurari,59100
APT,2,49,49,2019,pacurari,59100
APT,2,55.8,55.8,2020,cug,59098
APT,2,55.8,55.8,2020,cug,59098
APT,2,44,44,2020,nicolina,59090
APT,2,54,54,2020,valea-adanca,59070
APT,2,46,46,2020,dancu,59007
APT,2,45,45,2019,nicolina,59007
APT,3,65,65,2020,frumoasa,59000
APT,2,100,100,2020,popas-pacurari,59000
APT,3,76,76,2019,cug,59000
APT,3,76,76,2018,cug,59000
APT,3,76,76,2019,cug,59000
APT,3,72,72,2021,cug,59000
APT,3,72,72,2021,nicolina,59000
APT,3,71,71,2020,cug,59000
APT,3,71,71,2019,cug,59000
APT,3,71,71,2020,cug,59000
APT,3,71,71,2020,cug,59000
APT,3,71,71,2020,cug,59000
APT,3,70,70,2019,nicolina,59000
APT,3,70,70,2020,cug,59000
APT,3,70,70,2019,cug,59000
APT,3,67,67,2020,cug,59000
APT,3,67,67,2020,cug,59000
APT,3,67,67,2020,cug,59000
APT,3,67,67,2020,cug,59000
APT,3,67,67,2021,cug,59000
APT,3,66,66,2020,cug,59000
APT,3,66,66,2020,cug,59000
APT,3,65,65,2018,cug,59000
APT,3,65,65,2018,cug,59000
APT,3,65,65,2018,cug,59000
APT,3,65,65,2020,cug,59000
APT,2,65,65,2020,popas-pacurari,59000
APT,2,65,65,2020,bucium,59000
APT,4,65,65,1976,mircea-cel-batran,59000
APT,3,65,65,2020,cug,59000
APT,3,63,63,2020,podu-ros,59000
APT,4,63,63,1976,mircea-cel-batran,59000
APT,2,62,62,2019,pacurari,59000
APT,3,62,62,2020,pacurari,59000
APT,3,62,62,2020,pacurari,59000
APT,2,61.05,61.05,2016,nicolina,59000
APT,2,61,61,2020,bucium,59000
APT,2,61,61,2020,bucium,59000
APT,3,61,61,2019,cug,59000
APT,2,61,61,2016,cug,59000
APT,2,61,61,2020,bucium,59000
APT,4,61,61,1976,mircea-cel-batran,59000
APT,2,61,61,2020,bucium,59000
APT,3,61,61,2020,popas-pacurari,59000
APT,3,60,60,2020,soseaua-pacurari,59000
APT,2,60,60,2021,pacurari,59000
APT,2,60,60,2021,pacurari,59000
APT,2,60,60,2021,pacurari,59000
APT,3,60,60,1980,dacia,59000
APT,2,59.35,59.35,2019,pacurari,59000
APT,2,59,59,2021,valea-lupului,59000
APT,3,59,59,2018,cug,59000
APT,2,58,58,1988,cug,59000
APT,3,56,56,2020,popas-pacurari,59000
APT,3,55,55,1974,alexandru-cel-bun,59000
APT,2,55,55,2020,valea-adanca,59000
APT,3,55,55,1974,alexandru-cel-bun,59000
APT,3,55,55,1975,alexandru-cel-bun,59000
APT,2,54,54,2014,bucium,59000
APT,2,54,54,1986,frumoasa,59000
APT,2,54,54,1977,zimbru,59000
APT,2,54,54,1986,frumoasa,59000
APT,2,54,54,1986,frumoasa,59000
APT,2,53.7,53.7,2020,cug,59000
APT,2,52,52,1963,podu-ros,59000
APT,2,52,52,2019,tesatura,59000
APT,2,52,52,1978,alexandru-cel-bun,59000
APT,2,52,52,1961,dimitrie-cantemir,59000
APT,2,52,52,1961,podu-ros,59000
APT,3,51,51,1976,alexandru-cel-bun,59000
APT,2,51,51,1975,alexandru-cel-bun,59000
APT,2,51,51,1976,alexandru-cel-bun,59000
APT,2,51,51,1981,nicolina,59000
APT,2,50,50,2020,bucium,59000
APT,2,50,50,2020,bucium,59000
APT,2,50,50,2020,bucium,59000
APT,2,50,50,2021,bularga,59000
APT,2,50,50,1968,tatarasi-nord,59000
APT,2,50,50,2020,bucium,59000
APT,2,50,50,1968,tatarasi,59000
APT,2,50,50,1965,podu-ros,59000
APT,2,50,50,2021,bucium,59000
APT,2,50,50,2020,bucium,59000
APT,2,50,50,2020,bucium,59000
APT,2,50,50,2020,bucium,59000
APT,3,50,50,1975,alexandru-cel-bun,59000
APT,2,49,49,1977,podu-ros,59000
APT,2,49,49,2021,bucium,59000
APT,2,47,47,1982,gara,59000
APT,2,45,45,2020,nicolina,59000
APT,2,45,45,2020,cug,59000
APT,2,45,45,1983,canta,59000
APT,2,45,45,2020,nicolina,59000
APT,1,32,32,1990,centru,59000
CAS,3,70,300,2020,miroslava,59000
APT,3,67,67,2021,cug,58999
APT,3,67,67,2021,cug,58999
APT,2,54,54,1975,alexandru-cel-bun,58999
APT,3,65,65,2021,cug,58998
APT,3,65,65,2021,cug,58998
APT,2,52,52,1964,podul-de-piatra,58987
APT,2,52,52,2021,tatarasi,58940
APT,2,51.25,51.25,2020,tatarasi,58940
APT,2,51.25,51.25,2020,tatarasi,58937
APT,2,61,61,2019,bucium,58925
APT,2,61,61,2019,bucium,58925
APT,3,69,69,2021,cug,58900
APT,3,69,69,2021,cug,58900
APT,3,69,69,2021,cug,58900
APT,3,64,64,2020,cug,58900
APT,3,62,62,2021,popas-pacurari,58900
APT,2,59,59,2021,popas-pacurari,58900
APT,3,55,55,1976,alexandru-cel-bun,58900
APT,2,55,55,1976,alexandru-cel-bun,58900
APT,2,54,54,1979,dacia,58900
APT,2,54,54,1983,nicolina,58900
APT,2,54,54,1979,dacia,58900
APT,3,54,54,1976,alexandru-cel-bun,58900
APT,2,50,50,1969,tatarasi-nord,58900
APT,2,50,50,1969,tatarasi,58900
APT,2,43,43,2018,pacurari,58900
APT,2,52,52,2021,nicolina,58891
APT,2,52,52,2020,nicolina,58890
APT,2,47,47,2021,cug,58875
APT,3,56.68,56.68,2020,bucium,58800
APT,2,55,55,1977,gara,58800
APT,2,55,55,1977,alexandru-cel-bun,58800
APT,2,55.25,55.25,2020,pacurari,58625
APT,2,55.25,55.25,2020,pacurari,58625
APT,3,61,61,2020,popas-pacurari,58600
APT,2,59,59,2021,popas-pacurari,58600
APT,2,55.25,55.25,2020,pacurari,58600
APT,2,53.25,53.25,2021,copou,58570
APT,2,51,51,2021,cug,58545
APT,3,66.85,66.85,2020,galata,58500
APT,2,65,65,2020,galata,58500
APT,2,65,65,2020,galata,58500
APT,2,61.5,61.5,2020,popas-pacurari,58500
APT,2,61.5,61.5,2020,popas-pacurari,58500
APT,2,61,61,2019,valea-adanca,58500
APT,2,61,61,2019,cug,58500
APT,2,60,60,2016,valea-adanca,58500
APT,3,60,60,1978,zimbru,58500
APT,2,58,58,1984,nicolina,58500
APT,2,58,58,1980,central,58500
APT,2,56,56,2014,tatarasi,58500
APT,2,55,55,1980,alexandru-cel-bun,58500
APT,2,54,54,1963,podu-ros,58500
APT,2,54,54,2010,tatarasi-nord,58500
APT,2,54,54,2019,bucium,58500
APT,2,54,54,2011,aviatiei,58500
APT,2,54,54,2020,bucium,58500
APT,2,54,54,2020,bucium,58500
APT,2,54,54,2011,tatarasi-nord,58500
APT,2,54,54,2020,bucium,58500
APT,2,54,54,1983,dacia,58500
APT,2,54,54,2011,tatarasi,58500
APT,2,54,54,1977,podu-ros,58500
APT,2,54,54,2011,central,58500
APT,2,54,54,2011,tatarasi,58500
APT,2,54,54,2010,zona-industriala,58500
APT,2,54,54,2019,bucium,58500
APT,2,52,52,1968,podu-ros,58500
APT,2,50,50,1964,dimitrie-cantemir,58500
APT,2,50,50,1975,pacurari,58500
APT,2,50,50,1982,gara,58500
APT,2,50,50,2010,tatarasi,58500
APT,2,49,49,2020,baza-3,58500
APT,3,48,48,1970,tesatura,58500
APT,2,48,48,1962,podu-ros,58500
APT,3,48,48,1970,tesatura,58500
APT,2,48,48,1965,primaverii,58500
APT,2,48,48,1982,dacia,58500
APT,2,48,48,1980,dacia,58500
APT,2,47,47,1979,dacia,58500
APT,2,47,47,1985,gara,58500
APT,2,47,47,1985,gara,58500
APT,2,47,47,1979,dacia,58500
APT,1,38,38,2018,centru,58500
APT,2,36,36,2010,tatarasi-nord,58500
APT,2,58.45,58.45,2021,pacurari,58450
APT,2,56.9,56.9,2020,cug,58438
APT,2,56.9,56.9,2020,cug,58438
APT,2,49.35,49.35,2021,cug,58437
APT,2,49,49,2021,cug,58437
APT,2,57,57,2021,cug,58400
APT,2,57,57,2021,nicolina,58400
APT,2,60,60,2021,pacurari,58275
APT,1,44.5,44.5,2021,pacurari,58200
APT,1,44,44,2021,pacurari,58200
APT,2,43.1,43.1,2021,tatarasi,58185
APT,2,41.5,41.5,2021,tatarasi,58100
APT,3,106,106,2021,popas-pacurari,58000
APT,3,75,75,1983,nicolina,58000
APT,3,75,75,1983,nicolina,58000
APT,3,70,70,2018,pacurari,58000
APT,3,69,69,2021,soseaua-pacurari,58000
APT,3,69,69,2021,popas-pacurari,58000
APT,2,67,67,2012,pacurari,58000
APT,4,65,65,1976,mircea-cel-batran,58000
APT,2,64,64,2012,pacurari,58000
APT,3,62.44,62.44,2021,pacurari,58000
APT,3,62,62,2020,pacurari,58000
APT,3,62,62,1966,tatarasi-nord,58000
APT,3,62,62,2020,popas-pacurari,58000
APT,3,62,62,1966,tatarasi,58000
APT,2,61.5,61.5,2020,popas-pacurari,58000
APT,2,61,61,2020,bucium,58000
APT,2,61,61,2020,soseaua-pacurari,58000
APT,2,61,61,2020,soseaua-pacurari,58000
APT,2,61,61,2020,soseaua-pacurari,58000
APT,2,61,61,2020,soseaua-pacurari,58000
APT,2,61,61,2021,pacurari,58000
APT,2,61,61,2020,pacurari,58000
APT,2,61,61,2017,pacurari,58000
APT,2,61,61,2020,bucium,58000
APT,2,60,60,2020,galata,58000
APT,3,60,60,1970,podu-ros,58000
APT,2,60,60,2013,bucium,58000
APT,3,60,60,1970,podu-ros,58000
APT,3,60,60,1972,podu-ros,58000
APT,2,58,58,2019,valea-adanca,58000
APT,2,58,58,2020,valea-adanca,58000
APT,2,58,58,2020,valea-adanca,58000
APT,3,58,58,2018,bucium,58000
APT,2,58,58,2021,pacurari,58000
APT,2,58,58,2021,cug,58000
APT,2,57,57,1983,nicolina,58000
APT,2,56.5,56.5,2020,popas-pacurari,58000
APT,2,55,55,2020,tatarasi-nord,58000
APT,2,55,55,2020,tatarasi-nord,58000
APT,2,55,55,2013,bucium,58000
APT,2,55,55,2020,pacurari,58000
APT,2,55,55,2013,bucium,58000
APT,3,55,55,1964,moara-de-vant,58000
APT,2,55,55,2014,tatarasi-sud,58000
APT,2,55,55,2010,tatarasi-nord,58000
APT,2,55,55,2020,galata,58000
APT,2,55,55,2010,tatarasi,58000
APT,2,55,55,1976,alexandru-cel-bun,58000
APT,2,55,55,1986,dacia,58000
APT,3,55,55,1980,alexandru-cel-bun,58000
APT,3,55,55,1974,alexandru-cel-bun,58000
APT,2,55,55,2020,tudor-vladimirescu,58000
APT,2,55,55,2015,tatarasi,58000
APT,3,55,55,1979,alexandru-cel-bun,58000
APT,2,55,55,2021,pacurari,58000
APT,2,55,55,1983,podu-ros,58000
APT,2,54,54,2020,bucium,58000
APT,2,54,54,2020,bucium,58000
APT,2,54,54,2020,bucium,58000
APT,2,54,54,1978,dacia,58000
APT,2,54,54,2019,galata,58000
APT,2,54,54,2020,galata,58000
APT,2,54,54,2020,galata,58000
APT,2,54,54,1980,dacia,58000
APT,2,54,54,2020,bucium,58000
APT,3,54,54,1978,alexandru-cel-bun,58000
APT,2,54,54,2020,bucium,58000
APT,2,54,54,2021,popas-pacurari,58000
APT,2,54,54,2020,bucium,58000
APT,2,54,54,2021,popas-pacurari,58000
APT,2,54,54,1978,dacia,58000
APT,2,53,53,1981,podu-ros,58000
APT,2,53,53,2010,pacurari,58000
APT,2,53,53,2008,soseaua-pacurari,58000
APT,3,53,53,1968,podu-ros,58000
APT,2,53,53,2021,bucium,58000
APT,2,53,53,2008,pacurari,58000
APT,3,53,53,1968,podu-ros,58000
APT,2,53,53,2020,bucium,58000
APT,2,53,53,2020,galata,58000
APT,2,52,52,1980,nicolina,58000
APT,2,52,52,1961,uzinei,58000
APT,2,52,52,1980,galata,58000
APT,2,52,52,1981,nicolina,58000
APT,2,52,52,2007,pacurari,58000
APT,2,52,52,1982,nicolina,58000
APT,2,52,52,1980,nicolina,58000
APT,3,51,51,1977,podu-ros,58000
APT,2,51,51,1982,aviatiei,58000
APT,2,51,51,1979,dacia,58000
APT,3,51,51,1970,podu-ros,58000
APT,2,51,51,2021,popas-pacurari,58000
APT,2,51,51,1986,tatarasi,58000
APT,2,50,50,1980,dacia,58000
APT,2,50,50,1968,tatarasi-nord,58000
APT,2,50,50,1977,podu-ros,58000
APT,2,50,50,1983,dacia,58000
APT,2,50,50,1979,dacia,58000
APT,2,50,50,1983,alexandru-cel-bun,58000
APT,2,48,48,2020,tatarasi-nord,58000
APT,2,48,48,2020,tatarasi-nord,58000
APT,2,48,48,2020,tatarasi-nord,58000
APT,2,48,48,2020,tatarasi-nord,58000
APT,2,48,48,2020,tatarasi-nord,58000
APT,2,48,48,2020,tatarasi-nord,58000
APT,2,48,48,2020,tatarasi-nord,58000
APT,2,48,48,1980,alexandru-cel-bun,58000
APT,2,48,48,1980,dacia,58000
APT,2,48,48,2021,tatarasi,58000
APT,2,48,48,1980,alexandru-cel-bun,58000
APT,2,47,47,2020,agronomie,58000
APT,2,47,47,1985,alexandru-cel-bun,58000
APT,2,47,47,2020,copou,58000
APT,2,47,47,1985,gara,58000
APT,2,45,45,1975,soseaua-pacurari,58000
APT,2,45,45,1978,canta,58000
APT,1,45,45,1979,alexandru-cel-bun,58000
APT,2,45,45,1978,canta,58000
APT,2,45,45,1975,pacurari,58000
APT,2,44,44,1980,dacia,58000
APT,1,41,41,2020,tudor-vladimirescu,58000
APT,1,40,40,2020,tudor-vladimirescu,58000
APT,2,36,36,2020,tatarasi,58000
APT,1,35,35,2010,tudor-vladimirescu,58000
APT,1,35,35,2010,central,58000
APT,1,33,33,2021,podu-ros,58000
APT,1,33,33,2021,primaverii,58000
APT,3,60,60,1981,dacia,57999
APT,3,60,60,1981,dacia,57999
APT,2,54,54,2019,galata,57999
APT,2,54,54,1979,dacia,57999
APT,2,54,54,1979,dacia,57999
APT,2,51,51,1979,dacia,57999
APT,2,51,51,1979,zimbru,57999
APT,2,35.15,35.15,2021,centru-civic,57995
APT,2,54,54,1984,nicolina,57990
APT,2,43,43,2020,nicolina,57915
APT,2,43,43,2020,nicolina,57915
APT,2,60,60,2019,pacurari,57900
APT,2,60,60,2019,pacurari,57900
APT,3,58,58,2020,pacurari,57900
APT,3,58,58,2020,pacurari,57900
APT,3,58,58,2020,pacurari,57900
APT,3,58,58,2020,pacurari,57900
APT,3,58,58,2020,pacurari,57900
APT,3,58,58,2020,pacurari,57900
APT,3,58,58,2020,pacurari,57900
APT,2,58,58,1984,nicolina,57900
APT,3,58,58,2020,soseaua-pacurari,57900
APT,2,58,58,1984,nicolina,57900
APT,3,58,58,2020,pacurari,57900
APT,3,58,58,2020,popas-pacurari,57900
APT,3,58,58,2020,popas-pacurari,57900
APT,3,58,58,2020,popas-pacurari,57900
APT,3,58,58,2020,popas-pacurari,57900
APT,3,58,58,2020,popas-pacurari,57900
APT,3,58,58,2020,popas-pacurari,57900
APT,3,58,58,2020,popas-pacurari,57900
APT,3,58,58,2020,popas-pacurari,57900
APT,3,58,58,2020,popas-pacurari,57900
APT,3,58,58,2020,popas-pacurari,57900
APT,2,58,58,1984,nicolina,57900
APT,2,56,56,1986,cug,57900
APT,2,55,55,2014,tatarasi-sud,57900
APT,2,55,55,2014,tatarasi-sud,57900
APT,2,54,54,2014,tatarasi-nord,57900
APT,3,54,54,1976,alexandru-cel-bun,57900
APT,2,52,52,2008,pacurari,57900
APT,2,52,52,1970,podu-ros,57900
APT,2,50,50,1978,baza-3,57900
APT,2,50,50,2008,tatarasi,57900
APT,2,49,49,1980,baza-3,57900
APT,2,48,48,1978,dacia,57900
APT,2,46,46,1980,dacia,57900
APT,2,35.15,35.15,2021,centru-civic,57900
APT,2,28,28,1980,dacia,57900
APT,2,43,43,2020,nicolina,57850
APT,2,57.6,57.6,2021,bucium,57800
APT,2,55,55,2021,soseaua-pacurari,57800
APT,2,55,55,2021,soseaua-pacurari,57800
APT,2,55,55,2021,soseaua-pacurari,57800
APT,2,55,55,2021,pacurari,57800
APT,2,55,55,2020,pacurari,57800
APT,2,55,55,2021,soseaua-pacurari,57800
APT,2,55,55,2021,soseaua-pacurari,57800
APT,2,55,55,2021,pacurari,57800
APT,2,55,55,2020,soseaua-pacurari,57800
APT,2,55,55,2020,pacurari,57800
APT,2,55,55,2020,pacurari,57800
APT,2,55,55,2020,pacurari,57800
APT,2,55,55,1980,dacia,57800
APT,2,55,55,2021,pacurari,57800
APT,2,55,55,2021,pacurari,57800
APT,2,55,55,2020,pacurari,57800
APT,2,55,55,2020,pacurari,57800
APT,2,55,55,2021,pacurari,57800
APT,2,55,55,2021,pacurari,57800
APT,2,55,55,2021,pacurari,57800
APT,2,55,55,2020,pacurari,57800
APT,2,55,55,2021,pacurari,57800
APT,2,54.75,54.75,2021,pacurari,57800
APT,2,54.75,54.75,2020,pacurari,57800
APT,2,53,53,2020,bucium,57800
APT,2,51.5,51.5,2020,pacurari,57800
APT,2,51,51,2020,pacurari,57800
APT,2,48,48,2020,pacurari,57800
APT,2,47.5,47.5,2020,pacurari,57800
APT,2,47,47,2020,pacurari,57800
APT,2,42.85,42.85,2020,nicolina,57800
APT,2,58,58,2021,bucium,57750
APT,2,57.6,57.6,2021,bucium,57750
APT,2,53,53,2020,bucium,57750
APT,2,48.7,48.7,2021,pacurari,57750
APT,1,35.05,35.05,2021,centru-civic,57750
APT,1,35,35,2019,podu-ros,57750
APT,1,35,35,2020,tesatura,57750
APT,1,35,35,2019,podu-ros,57750
APT,1,35,35,2011,podu-ros,57750
APT,1,35,35,2019,podu-ros,57750
APT,1,35,35,2020,central,57750
APT,2,70.35,70.35,2023,tatarasi,57700
APT,1,35,35,2010,tudor-vladimirescu,57700
APT,1,35,35,2010,tudor-vladimirescu,57700
APT,1,35,35,2019,podu-ros,57700
APT,2,51,51,2020,agronomie,57650
APT,1,36,36,2010,podu-ros,57600
APT,1,36,36,2010,central,57600
APT,2,46.3,46.3,2020,moara-de-vant,57534
APT,2,46,46,2020,moara-de-vant,57534
APT,2,58,58,2020,pacurari,57520
APT,2,50,50,2021,nicolina,57520
APT,2,48,48,2019,pacurari,57520
APT,2,48,48,2019,pacurari,57520
APT,4,90,90,1996,lunca-cetatuii,57500
APT,2,72,72,2019,nicolina,57500
APT,2,65,65,2019,cug,57500
APT,2,65,65,2019,galata,57500
APT,3,63,63,2009,alexandru-cel-bun,57500
APT,2,62,62,2020,bucium,57500
APT,2,61,61,2020,soseaua-pacurari,57500
APT,2,61,61,2020,soseaua-pacurari,57500
APT,2,60.2,60.2,2020,galata,57500
APT,3,60,60,1970,podu-ros,57500
APT,3,60,60,1980,dacia,57500
APT,3,60,60,1981,dacia,57500
APT,3,60,60,1980,dacia,57500
APT,2,60,60,2019,pacurari,57500
APT,3,58,58,1981,dacia,57500
APT,3,57,57,1981,dacia,57500
APT,2,56,56,2020,galata,57500
APT,2,56,56,2020,galata,57500
APT,2,56,56,2020,galata,57500
APT,2,55,55,2020,galata,57500
APT,3,55,55,2017,valea-adanca,57500
APT,2,54,54,1973,alexandru-cel-bun,57500
APT,2,54,54,1973,alexandru-cel-bun,57500
APT,2,53,53,2020,galata,57500
APT,2,52.15,52.15,2021,pacurari,57500
APT,2,52,52,2021,centru,57500
APT,2,52,52,1963,podu-ros,57500
APT,2,52,52,1965,podu-ros,57500
APT,2,52,52,1968,podu-ros,57500
APT,2,52,52,1970,podu-ros,57500
APT,2,52,52,1963,podu-ros,57500
APT,2,52,52,1970,podu-ros,57500
APT,2,52,52,1970,tatarasi,57500
APT,2,51,51,1986,tatarasi,57500
APT,3,50,50,1972,alexandru-cel-bun,57500
APT,2,49.14,49.14,2020,galata,57500
APT,2,49,49,1964,dimitrie-cantemir,57500
APT,2,49,49,2020,nicolina,57500
APT,2,49,49,1964,podu-ros,57500
APT,2,44,44,1983,galata,57500
APT,2,44,44,1977,soseaua-pacurari,57500
APT,2,44,44,1978,pacurari,57500
APT,2,37,37,2016,tatarasi-sud,57500
APT,2,37,37,2016,tatarasi,57500
APT,2,37,37,2015,tatarasi,57500
APT,2,35,35,2010,podu-ros,57500
APT,1,32,32,2020,centru,57500
APT,1,31,31,2017,centru-civic,57500
APT,2,61,61,2020,pacurari,57475
APT,1,35,35,2020,tesatura,57469
APT,3,66,66,2021,moara-de-vant,57442
APT,2,52,52,2021,moara-de-vant,57442
APT,2,54,54,2020,pacurari,57400
APT,2,50.2,50.2,2020,bucium,57400
APT,2,45,45,2019,cug,57400
APT,2,45,45,2019,cug,57400
APT,2,45,45,2019,cug,57400
APT,2,45,45,2019,cug,57400
APT,2,44,44,1975,pacurari,57400
APT,2,44,44,2018,cug,57350
APT,2,45,45,2020,dancu,57343
APT,2,44,44,2020,nicolina,57343
APT,2,44,44,2020,cug,57343
APT,2,66.6,66.6,2021,cug,57300
APT,2,60.3,60.3,2021,cug,57300
APT,2,60.3,60.3,2021,cug,57300
APT,2,50,50,2020,agronomie,57300
APT,2,50,50,2021,agronomie,57300
APT,2,50,50,2021,copou,57300
APT,2,50,50,2022,copou,57300
APT,2,49.77,49.77,2022,agronomie,57300
APT,2,49.77,49.77,2022,agronomie,57300
APT,2,49.77,49.77,2022,agronomie,57300
APT,2,49.77,49.77,2020,copou,57300
APT,2,49.77,49.77,2021,copou,57300
APT,2,47,47,2021,cug,57300
APT,2,44,44,2020,nicolina,57300
APT,2,41,41,2022,agronomie,57300
APT,2,61,61,2021,pacurari,57267
APT,2,48.2,48.2,2021,baza-3,57200
APT,1,44,44,2018,moara-de-vant,57200
APT,2,44,44,2018,cug,57200
APT,1,44,44,2018,podul-de-fier,57200
APT,3,90,90,2020,cug,57000
APT,3,68,68,2020,soseaua-pacurari,57000
APT,3,67,67,2015,central,57000
APT,3,65,65,2019,cug,57000
APT,3,65,65,2019,cug,57000
APT,2,65,65,2018,periferie,57000
APT,3,63,63,2020,pacurari,57000
APT,2,63,63,1960,copou,57000
APT,2,63,63,1960,pacurari,57000
APT,3,62,62,1966,tatarasi-sud,57000
APT,2,62,62,2021,pacurari,57000
APT,2,62,62,2020,bucium,57000
APT,2,61,61,2017,galata,57000
APT,3,61,61,2021,bucium,57000
APT,3,61,61,2021,bucium,57000
APT,3,61,61,2021,bucium,57000
APT,3,61,61,2021,bucium,57000
APT,3,61,61,2021,bucium,57000
APT,3,61,61,2021,bucium,57000
APT,3,61,61,2021,bucium,57000
APT,3,61,61,2021,bucium,57000
APT,3,61,61,2021,bucium,57000
APT,2,61,61,2017,galata,57000
APT,3,60,60,1980,dacia,57000
APT,2,60,60,2020,cug,57000
APT,2,60,60,2021,bucium,57000
APT,3,60,60,1980,dacia,57000
APT,2,60,60,1977,alexandru-cel-bun,57000
APT,2,60,60,2018,galata,57000
APT,2,60,60,1982,dacia,57000
APT,2,60,60,2018,galata,57000
APT,2,60,60,2018,galata,57000
APT,2,60,60,2018,galata,57000
APT,3,60,60,1982,dacia,57000
APT,2,59,59,2013,pacurari,57000
APT,3,59,59,2013,pacurari,57000
APT,3,59,59,2006,tatarasi-nord,57000
APT,2,59,59,1993,nicolina,57000
APT,2,59,59,2018,pacurari,57000
APT,2,59,59,2020,bucium,57000
APT,4,58,58,1976,dacia,57000
APT,4,58,58,1976,dacia,57000
APT,2,58,58,2020,bucium,57000
APT,2,57,57,2020,cug,57000
APT,2,57,57,2020,valea-adanca,57000
APT,2,57,57,2010,aviatiei,57000
APT,2,57,57,2010,tatarasi,57000
APT,2,57,57,2008,tatarasi,57000
APT,2,57,57,2020,cug,57000
APT,2,56,56,1983,frumoasa,57000
APT,2,56,56,2019,galata,57000
APT,2,56,56,1982,nicolina,57000
APT,2,56,56,1982,nicolina,57000
APT,2,56,56,1990,nicolina,57000
APT,2,56,56,1983,nicolina,57000
APT,2,56,56,1983,nicolina,57000
APT,2,55.37,55.37,2020,nicolina,57000
APT,2,55,55,1983,nicolina,57000
APT,2,55,55,2020,galata,57000
APT,2,55,55,1986,nicolina,57000
APT,2,55,55,2015,tatarasi,57000
APT,2,55,55,2015,tatarasi,57000
APT,2,54.5,54.5,2021,pacurari,57000
APT,2,54,54,1976,tudor-vladimirescu,57000
APT,2,54,54,2014,tatarasi,57000
APT,2,54,54,1982,dacia,57000
APT,3,54,54,1983,podu-ros,57000
APT,2,54,54,2020,galata,57000
APT,3,54,54,1978,dacia,57000
APT,2,54,54,2020,galata,57000
APT,2,53,53,1967,podu-ros,57000
APT,2,53,53,2020,galata,57000
APT,2,53,53,2020,galata,57000
APT,2,52,52,1898,cug,57000
APT,2,52,52,1970,podu-ros,57000
APT,2,51,51,2011,tatarasi-nord,57000
APT,2,51,51,2019,galata,57000
APT,2,51,51,2011,tatarasi,57000
APT,2,50,50,2019,valea-adanca,57000
APT,3,50,50,1971,podu-ros,57000
APT,3,50,50,1971,podu-ros,57000
APT,3,50,50,1971,podu-ros,57000
APT,2,50,50,1979,tatarasi-nord,57000
APT,2,50,50,1964,podu-ros,57000
APT,3,50,50,1977,alexandru-cel-bun,57000
APT,2,50,50,1965,podu-ros,57000
APT,2,50,50,1964,podu-ros,57000
APT,2,50,50,1970,podu-ros,57000
APT,2,50,50,1964,podu-ros,57000
APT,2,45,45,1977,metalurgie,57000
APT,2,43,43,1958,copou,57000
APT,2,43,43,2020,agronomie,57000
APT,2,43,43,1958,copou,57000
APT,2,43,43,2020,copou,57000
APT,2,42,42,1975,pacurari,57000
APT,2,39,39,1980,gara,57000
APT,2,39,39,2017,gara,57000
APT,2,39,39,1980,gara,57000
APT,1,36,36,1981,moara-de-vant,57000
APT,2,35,35,1981,moara-de-vant,57000
APT,2,35,35,1981,podul-de-fier,57000
APT,1,35,35,1981,podul-de-fier,57000
APT,1,33,33,2018,centru,57000
APT,2,46,46,2017,nicolina,56999
APT,3,67,67,1964,podu-ros,56990
APT,2,43,43,2020,nicolina,56901
APT,2,45,45,2021,cug,56900
APT,3,67,67,2021,cug,56900
APT,3,67,67,2021,valea-adanca,56900
APT,2,67,67,2021,cug,56900
APT,3,67,67,2021,cug,56900
APT,3,67,67,2021,cug,56900
APT,3,67,67,2021,cug,56900
APT,3,67,67,2021,cug,56900
APT,3,67,67,2021,cug,56900
APT,2,58,58,2020,manta-rosie,56900
APT,2,58,58,2020,bucium,56900
APT,2,55,55,2018,cug,56900
APT,2,55,55,2015,central,56900
APT,2,55,55,2020,popas-pacurari,56900
APT,2,52,52,2008,pacurari,56900
APT,2,52,52,2015,nicolina,56900
APT,2,52,52,2008,canta,56900
APT,3,50,50,1972,alexandru-cel-bun,56900
APT,2,45,45,2020,cug,56900
APT,2,38,38,1959,nicolina,56900
APT,1,36,36,1981,central,56900
APT,1,36,36,1982,podul-de-fier,56900
APT,2,52,52,2022,tatarasi,56800
APT,1,35,35,2016,centru-civic,56800
APT,2,54,54,2020,cug,56788
APT,2,53.7,53.7,2020,cug,56788
APT,2,53.7,53.7,2020,cug,56788
APT,2,54,54,2021,cug,56787
APT,2,54,54,2021,cug,56787
APT,2,50,50,2021,cug,56787
APT,2,49,49,2021,cug,56787
APT,2,68.4,68.4,2023,tatarasi,56750
APT,2,52,52,2021,tatarasi-nord,56749
